Cochrane Review ID,Author(s),Title,Source,Year,Abstract,Issue,Publisher,ISSN,Keywords,DOI,URL,Cochrane Review Group Code
"CD004276.PUB3","Bennett, C; Wang, Y; Pan, T","Endoscopic mucosal resection for early gastric cancer","Cochrane Database of Systematic Reviews","2009",,"4","John Wiley & Sons, Ltd","1465-1858","Gastrectomy; Gastric Mucosa [*surgery]; Gastroscopy [adverse effects, *methods]; Humans; Stomach Neoplasms [pathology, *surgery]","10.1002/14651858.CD004276.pub3","http://dx.doi.org/10.1002/14651858.CD004276.pub3","Gut"
"CD001099.PUB3","Robertson, I; Kessel, DO; Berridge, DC","Fibrinolytic agents for peripheral arterial occlusion","Cochrane Database of Systematic Reviews","2013",,"12","John Wiley & Sons, Ltd","1465-1858","Arterial Occlusive Diseases [*drug therapy]; Fibrinolytic Agents [adverse effects, *therapeutic use]; Humans; Peripheral Vascular Diseases [*drug therapy]; Randomized Controlled Trials as Topic; Recombinant Proteins [adverse effects, therapeutic use]; Streptokinase [adverse effects, therapeutic use]; Thrombolytic Therapy [adverse effects, *methods]; Thrombosis [*drug therapy]; Tissue Plasminogen Activator [adverse effects, therapeutic use]; Urokinase‐Type Plasminogen Activator [adverse effects, therapeutic use]","10.1002/14651858.CD001099.pub3","http://dx.doi.org/10.1002/14651858.CD001099.pub3","Vascular"
"CD008207.PUB3","He, ML; Xiao, ZM; Lei, M; Li, TS; Wu, H; Liao, J","Continuous passive motion for preventing venous thromboembolism after total knee arthroplasty","Cochrane Database of Systematic Reviews","2014",,"7","John Wiley & Sons, Ltd","1465-1858","Arthroplasty, Replacement, Knee [*adverse effects]; Humans; Motion Therapy, Continuous Passive [*methods]; Pulmonary Embolism [*prevention & control]; Randomized Controlled Trials as Topic; Venous Thromboembolism [*prevention & control]; Venous Thrombosis [*prevention & control]","10.1002/14651858.CD008207.pub3","http://dx.doi.org/10.1002/14651858.CD008207.pub3","Vascular"
"CD008203.PUB3","Li, L; Zhang, P; Tian, JH; Yang, K","Statins for primary prevention of venous thromboembolism","Cochrane Database of Systematic Reviews","2014",,"12","John Wiley & Sons, Ltd","1465-1858","Female; Fluorobenzenes [adverse effects, *therapeutic use]; Humans; Hydroxymethylglutaryl‐CoA Reductase Inhibitors [adverse effects, *therapeutic use]; Male; Middle Aged; Myocardial Infarction [prevention & control]; Pyrimidines [adverse effects, *therapeutic use]; Randomized Controlled Trials as Topic; Rosuvastatin Calcium; Stroke [prevention & control]; Sulfonamides [adverse effects, *therapeutic use]; Venous Thromboembolism [*prevention & control]; Venous Thrombosis [prevention & control]","10.1002/14651858.CD008203.pub3","http://dx.doi.org/10.1002/14651858.CD008203.pub3","Vascular"
"CD001096.PUB2","Shojania, KG; Jennings, A; Ramsay, CR; Grimshaw, JM; Kwan, JL; Lo, L","The effects of on‐screen, point of care computer reminders on processes and outcomes of care","Cochrane Database of Systematic Reviews","2009",,"3","John Wiley & Sons, Ltd","1465-1858","*Decision Support Systems, Clinical; *Outcome and Process Assessment, Health Care; *Point-of-Care Systems; *Reminder Systems; Decision Making, Computer-Assisted; Humans","10.1002/14651858.CD001096.pub2","http://dx.doi.org/10.1002/14651858.CD001096.pub2","Effective Practice and Organisation of Care"
"CD001090.PUB2","Alejandria, MM; Lansang, MAD; Dans, LF; Mantaring III, JB","Intravenous immunoglobulin for treating sepsis, severe sepsis and septic shock","Cochrane Database of Systematic Reviews","2013",,"9","John Wiley & Sons, Ltd","1465-1858","Adult; Age Factors; Humans; Immunoglobulins, Intravenous [*therapeutic use]; Infant, Newborn; Randomized Controlled Trials as Topic; Sepsis [*drug therapy, mortality]; Shock, Septic [*drug therapy, mortality]","10.1002/14651858.CD001090.pub2","http://dx.doi.org/10.1002/14651858.CD001090.pub2","Emergency and Critical Care"
"CD001097.PUB3","Goel, RR; Abidia, A; Hardy, SC","Surgery for deep venous incompetence","Cochrane Database of Systematic Reviews","2015",,"2","John Wiley & Sons, Ltd","1465-1858","Humans; Leg [*blood supply]; Peripheral Vascular Diseases [*surgery]; Randomized Controlled Trials as Topic; Venous Insufficiency [*surgery]; Venous Valves [*surgery]","10.1002/14651858.CD001097.pub3","http://dx.doi.org/10.1002/14651858.CD001097.pub3","Vascular"
"CD008216.PUB5","Peinemann, F; Enk, H; Smith, LA","Autologous hematopoietic stem cell transplantation following high‐dose chemotherapy for nonrhabdomyosarcoma soft tissue sarcomas","Cochrane Database of Systematic Reviews","2017",,"4","John Wiley & Sons, Ltd","1465-1858","Adult; Aged; Antineoplastic Combined Chemotherapy Protocols [*administration & dosage, adverse effects]; Hematopoietic Stem Cell Transplantation [*methods, mortality]; Humans; Middle Aged; Salvage Therapy [*methods, mortality]; Sarcoma [*drug therapy, mortality]; Transplantation, Autologous","10.1002/14651858.CD008216.pub5","http://dx.doi.org/10.1002/14651858.CD008216.pub5","Gynaecological, Neuro-oncology and Orphan Cancer"
"CD004241.PUB4","FlorCruz, NV; Evans, JR","Medical interventions for fungal keratitis","Cochrane Database of Systematic Reviews","2015",,"4","John Wiley & Sons, Ltd","1465-1858","Antifungal Agents [*therapeutic use]; Eye Infections, Fungal [*drug therapy]; Humans; Keratitis [*drug therapy, microbiology]; Natamycin [therapeutic use]; Randomized Controlled Trials as Topic; Voriconazole [therapeutic use]","10.1002/14651858.CD004241.pub4","http://dx.doi.org/10.1002/14651858.CD004241.pub4","Eyes and Vision"
"CD004221.PUB2","Muzonzini, G; Hofmeyr, GJ","Buccal or sublingual misoprostol for cervical ripening and induction of labour","Cochrane Database of Systematic Reviews","2004",,"4","John Wiley & Sons, Ltd","1465-1858","*Cervical Ripening; Administration, Oral; Administration, Sublingual; Female; Humans; Labor, Induced [*methods]; Misoprostol [*administration & dosage]; Oxytocics [*administration & dosage]; Pregnancy; Randomized Controlled Trials as Topic","10.1002/14651858.CD004221.pub2","http://dx.doi.org/10.1002/14651858.CD004221.pub2","Pregnancy and Childbirth"
"CD012185.PUB2","Romantsik, O; Bruschettini, M; Zappettini, S; Ramenghi, LA; Calevo, MG","Heparin for the treatment of thrombosis in neonates","Cochrane Database of Systematic Reviews","2016",,"11","John Wiley & Sons, Ltd","1465-1858","Anticoagulants [*therapeutic use]; Heparin [*therapeutic use]; Heparin, Low‐Molecular‐Weight [therapeutic use]; Humans; Infant, Newborn; Thrombosis [*drug therapy]","10.1002/14651858.CD012185.pub2","http://dx.doi.org/10.1002/14651858.CD012185.pub2","Neonatal"
"CD004227.PUB3","Rumbold, A; Duley, L; Crowther, CA; Haslam, RR","Antioxidants for preventing pre‐eclampsia","Cochrane Database of Systematic Reviews","2008",,"1","John Wiley & Sons, Ltd","1465-1858","Antioxidants [*therapeutic use]; Female; Humans; Infant, Newborn; Infant, Small for Gestational Age; Oxidative Stress; Pregnancy; Pregnancy Outcome; Premature Birth [etiology]; Pre‐Eclampsia [*prevention & control]; Randomized Controlled Trials as Topic","10.1002/14651858.CD004227.pub3","http://dx.doi.org/10.1002/14651858.CD004227.pub3","Pregnancy and Childbirth"
"CD004224.PUB3","Dodd, JM; Crowther, CA; Huertas, E; Guise, JM; Horey, D","Planned elective repeat caesarean section versus planned vaginal birth for women with a previous caesarean birth","Cochrane Database of Systematic Reviews","2013",,"12","John Wiley & Sons, Ltd","1465-1858","*Cesarean Section, Repeat [mortality, psychology]; *Elective Surgical Procedures [mortality, psychology]; *Vaginal Birth after Cesarean [mortality, psychology]; Female; Humans; Infant Mortality; Infant, Newborn; Pregnancy; Pregnancy Outcome; Randomized Controlled Trials as Topic","10.1002/14651858.CD004224.pub3","http://dx.doi.org/10.1002/14651858.CD004224.pub3","Pregnancy and Childbirth"
"CD004225.PUB2","Ceysens, G; Rouiller, D; Boulvain, M","Exercise for diabetic pregnant women","Cochrane Database of Systematic Reviews","2006",,"3","John Wiley & Sons, Ltd","1465-1858","*Exercise; Diabetes, Gestational [*therapy]; Female; Humans; Hypoglycemic Agents [therapeutic use]; Insulin [therapeutic use]; Pregnancy; Pregnancy Outcome; Randomized Controlled Trials as Topic","10.1002/14651858.CD004225.pub2","http://dx.doi.org/10.1002/14651858.CD004225.pub2","Pregnancy and Childbirth"
"CD004212.PUB3","Bellù, R; de Waal, KA; Zanini, R","Opioids for neonates receiving mechanical ventilation","Cochrane Database of Systematic Reviews","2008",,"1","John Wiley & Sons, Ltd","1465-1858","Analgesics, Opioid [*therapeutic use]; Humans; Infant, Newborn; Infant, Premature; Pain Measurement; Pain [*drug therapy, etiology]; Randomized Controlled Trials as Topic; Respiration, Artificial [*adverse effects]","10.1002/14651858.CD004212.pub3","http://dx.doi.org/10.1002/14651858.CD004212.pub3","Neonatal"
"CD004215.PUB2","Laroia, N; Phelps, D; Roy, J","Double wall versus single wall incubator for reducing heat loss in very low birth weight infants in incubators","Cochrane Database of Systematic Reviews","2007",,"2","John Wiley & Sons, Ltd","1465-1858","*Body Temperature Regulation [physiology]; *Incubators, Infant; Equipment Design; Humans; Infant, Newborn; Infant, Very Low Birth Weight [*physiology]; Oxygen Consumption; Randomized Controlled Trials as Topic","10.1002/14651858.CD004215.pub2","http://dx.doi.org/10.1002/14651858.CD004215.pub2","Neonatal"
"CD004217.PUB2","Brady‐Fryer, B; Wiebe, N; Lander, JA","Pain relief for neonatal circumcision","Cochrane Database of Systematic Reviews","2004",,"3","John Wiley & Sons, Ltd","1465-1858","Analgesics; Anesthetics, Local; Circumcision, Male [*adverse effects]; Humans; Infant, Newborn; Lidocaine; Lidocaine, Prilocaine Drug Combination; Male; Nerve Block [methods]; Pain [*prevention & control]; Pain, Postoperative [prevention & control]; Prilocaine; Randomized Controlled Trials as Topic","10.1002/14651858.CD004217.pub2","http://dx.doi.org/10.1002/14651858.CD004217.pub2","Neonatal"
"CD004208.PUB2","Jardine, LA; Jenkins‐Marsh, S; Davies, MW","Albumin infusion for low serum albumin in preterm newborn infants","Cochrane Database of Systematic Reviews","2004",,"3","John Wiley & Sons, Ltd","1465-1858","Albumins [*administration & dosage, adverse effects]; Humans; Hypoalbuminemia [mortality, *therapy]; Infant Mortality; Infant, Low Birth Weight [blood]; Infant, Newborn; Infant, Premature [*blood]","10.1002/14651858.CD004208.pub2","http://dx.doi.org/10.1002/14651858.CD004208.pub2","Neonatal"
"CD004207","Suresh, G; Martin, CL; Soll, R","Metalloporphyrins for treatment of unconjugated hyperbilirubinemia in neonates","Cochrane Database of Systematic Reviews","2003",,"1","John Wiley & Sons, Ltd","1465-1858","Humans; Hyperbilirubinemia [*drug therapy]; Infant, Newborn; Metalloporphyrins [*therapeutic use]; Randomized Controlled Trials as Topic","10.1002/14651858.CD004207","http://dx.doi.org/10.1002/14651858.CD004207","Neonatal"
"CD008195.PUB2","Melnik, T; Althof, S; Atallah, ÁN; Puga, MEDS; Glina, S; Riera, R","Psychosocial interventions for premature ejaculation","Cochrane Database of Systematic Reviews","2011",,"8","John Wiley & Sons, Ltd","1465-1858","*Ejaculation [physiology]; Antidepressive Agents [*therapeutic use]; Behavior Therapy [*methods]; Coitus [physiology, psychology]; Combined Modality Therapy [methods]; Humans; Male; Randomized Controlled Trials as Topic; Serotonin Uptake Inhibitors [*therapeutic use]; Sexual Dysfunction, Physiological [psychology, *therapy]; Time Factors; Vasodilator Agents [*therapeutic use]","10.1002/14651858.CD008195.pub2","http://dx.doi.org/10.1002/14651858.CD008195.pub2","Urology"
"CD008194.PUB3","Jia, L; Yuan, B; Huang, F; Lu, Y; Garner, P; Meng, Q","Strategies for expanding health insurance coverage in vulnerable populations","Cochrane Database of Systematic Reviews","2014",,"11","John Wiley & Sons, Ltd","1465-1858","Adolescent; Child; Documentation [methods]; Emergency Service, Hospital; Humans; Insurance Coverage [*organization & administration, statistics & numerical data]; Insurance, Health [*organization & administration, statistics & numerical data]; Latin America [ethnology]; Medically Uninsured [statistics & numerical data]; Randomized Controlled Trials as Topic; United States; Vulnerable Populations","10.1002/14651858.CD008194.pub3","http://dx.doi.org/10.1002/14651858.CD008194.pub3","Effective Practice and Organisation of Care"
"CD009765.PUB2","Stuiver, MM; ten Tusscher, MR; Agasi‐Idenburg, CS; Lucas, C; Aaronson, NK; Bossuyt, PMM","Conservative interventions for preventing clinically detectable upper‐limb lymphoedema in patients who are at risk of developing lymphoedema after breast cancer therapy","Cochrane Database of Systematic Reviews","2015",,"2","John Wiley & Sons, Ltd","1465-1858","*Patient Education as Topic; Breast Neoplasms [*therapy]; Drainage [*methods]; Exercise Therapy [*methods]; Female; Humans; Lymphedema [*prevention & control]; Male; Quality of Life; Randomized Controlled Trials as Topic; Range of Motion, Articular; Resistance Training [*methods]; Shoulder Joint [physiopathology]","10.1002/14651858.CD009765.pub2","http://dx.doi.org/10.1002/14651858.CD009765.pub2","Breast Cancer"
"CD008197.PUB2","Hsu, CCT; Kwan, GNC; van Driel, ML; Rophael, JA","Distal aortic perfusion during thoracoabdominal aneurysm repair for prevention of paraplegia","Cochrane Database of Systematic Reviews","2012",,"3","John Wiley & Sons, Ltd","1465-1858","Aortic Aneurysm, Abdominal [*surgery]; Aortic Aneurysm, Thoracic [*surgery]; Humans; Paraparesis [*prevention & control]; Paraplegia [*prevention & control]; Spinal Cord Ischemia [*prevention & control]; Spinal Cord [*blood supply]","10.1002/14651858.CD008197.pub2","http://dx.doi.org/10.1002/14651858.CD008197.pub2","Vascular"
"CD009780.PUB3","Bighelli, I; Ostuzzi, G; Girlanda, F; Cipriani, A; Becker, T; Koesters, M; Barbui, C","Implementation of treatment guidelines for specialist mental health care","Cochrane Database of Systematic Reviews","2016",,"12","John Wiley & Sons, Ltd","1465-1858","*Guideline Adherence; *Outcome and Process Assessment, Health Care; *Practice Guidelines as Topic; *Specialization; Antipsychotic Agents [*therapeutic use]; Humans; Mental Health; Randomized Controlled Trials as Topic; Schizophrenia [*drug therapy]","10.1002/14651858.CD009780.pub3","http://dx.doi.org/10.1002/14651858.CD009780.pub3","Schizophrenia"
"CD005302.PUB3","Middleton, P; Shepherd, E; Flenady, V; McBain, RD; Crowther, CA","Planned early birth versus expectant management (waiting) for prelabour rupture of membranes at term (37 weeks or more)","Cochrane Database of Systematic Reviews","2017",,"1","John Wiley & Sons, Ltd","1465-1858","*Fetal Membranes, Premature Rupture; *Term Birth; *Watchful Waiting; Cesarean Section [statistics & numerical data]; Female; Humans; Labor, Induced [*methods]; Misoprostol [administration & dosage]; Obstetric Labor Complications; Oxytocics [administration & dosage]; Oxytocin [administration & dosage]; Pregnancy; Pregnancy Outcome; Prostaglandins [administration & dosage]; Randomized Controlled Trials as Topic; Time Factors","10.1002/14651858.CD005302.pub3","http://dx.doi.org/10.1002/14651858.CD005302.pub3","Pregnancy and Childbirth"
"CD011056.PUB2","Wiffen, PJ; Derry, S; Moore, RA","Impact of morphine, fentanyl, oxycodone or codeine on patient consciousness, appetite and thirst when used to treat cancer pain","Cochrane Database of Systematic Reviews","2014",,"5","John Wiley & Sons, Ltd","1465-1858","Analgesics, Opioid [adverse effects, *therapeutic use]; Appetite [*drug effects]; Codeine [adverse effects, therapeutic use]; Consciousness [*drug effects]; Fentanyl [adverse effects, therapeutic use]; Humans; Middle Aged; Morphine [adverse effects, therapeutic use]; Neoplasms [*complications]; Oxycodone [adverse effects, therapeutic use]; Pain [*drug therapy, etiology]; Randomized Controlled Trials as Topic; Terminal Care; Thirst [*drug effects]","10.1002/14651858.CD011056.pub2","http://dx.doi.org/10.1002/14651858.CD011056.pub2","Pain, Palliative and Supportive Care"
"CD012111.PUB2","Sultan, S; Coles, B; Dahm, P","Alvimopan for recovery of bowel function after radical cystectomy","Cochrane Database of Systematic Reviews","2017",,"5","John Wiley & Sons, Ltd","1465-1858","*Recovery of Function; Cardiovascular Diseases [etiology]; Cystectomy [*adverse effects, methods]; Defecation; Eating; Gastrointestinal Agents [adverse effects, *therapeutic use]; Humans; Ileus [*drug therapy, etiology]; Patient Discharge; Patient Readmission; Piperidines [adverse effects, *therapeutic use]; Postoperative Complications [*drug therapy]; Randomized Controlled Trials as Topic; Time Factors; Urinary Diversion [*adverse effects, methods]","10.1002/14651858.CD012111.pub2","http://dx.doi.org/10.1002/14651858.CD012111.pub2","Urology"
"CD009784.PUB2","Vaughan, J; Nagendran, M; Cooper, J; Davidson, BR; Gurusamy, KS","Anaesthetic regimens for day‐procedure laparoscopic cholecystectomy","Cochrane Database of Systematic Reviews","2014",,"1","John Wiley & Sons, Ltd","1465-1858","*Anesthetics [adverse effects]; Adult; Ambulatory Surgical Procedures [*methods, mortality]; Anesthesia [adverse effects, *methods, mortality]; Cholecystectomy, Laparoscopic [*methods, mortality]; Gallstones [*surgery]; Humans; Patient Discharge [statistics & numerical data]; Patient Readmission [statistics & numerical data]; Randomized Controlled Trials as Topic","10.1002/14651858.CD009784.pub2","http://dx.doi.org/10.1002/14651858.CD009784.pub2","Anaesthesia"
"CD005300.PUB4","Dodd, JM; Dowswell, T; Crowther, CA","Specialised antenatal clinics for women with a multiple pregnancy for improving maternal and infant outcomes","Cochrane Database of Systematic Reviews","2015",,"11","John Wiley & Sons, Ltd","1465-1858","*Infant Welfare; *Maternal Welfare; *Pregnancy Outcome; *Pregnancy, Multiple; Cesarean Section [statistics & numerical data]; Female; Humans; Infant, Newborn; Perinatal Mortality; Pregnancy; Pregnancy, Twin; Prenatal Care [methods, *standards]; Randomized Controlled Trials as Topic","10.1002/14651858.CD005300.pub4","http://dx.doi.org/10.1002/14651858.CD005300.pub4","Pregnancy and Childbirth"
"CD012103.PUB2","Mourad, S; Brown, J; Farquhar, C","Interventions for the prevention of OHSS in ART cycles: an overview of Cochrane reviews","Cochrane Database of Systematic Reviews","2017",,"1","John Wiley & Sons, Ltd","1465-1858","Cabergoline; Ergolines [therapeutic use]; Female; Gonadotropin‐Releasing Hormone [agonists, therapeutic use]; Humans; Metformin [therapeutic use]; Ovarian Hyperstimulation Syndrome [etiology, *prevention & control, therapy]; Pregnancy; Progesterone [therapeutic use]; Reproductive Techniques, Assisted [*adverse effects]; Review Literature as Topic","10.1002/14651858.CD012103.pub2","http://dx.doi.org/10.1002/14651858.CD012103.pub2","Gynaecology and Fertility"
"CD008217.PUB3","Brockbank, E; Kokka, F; Bryant, A; Pomel, C; Reynolds, K","Pre‐treatment surgical para‐aortic lymph node assessment in locally advanced cervical cancer","Cochrane Database of Systematic Reviews","2013",,"3","John Wiley & Sons, Ltd","1465-1858","Adult; Aged; Aorta, Abdominal; Disease‐Free Survival; Female; Humans; Lymph Node Excision [adverse effects]; Lymph Nodes [*pathology, surgery]; Lymphatic Metastasis; Magnetic Resonance Imaging; Middle Aged; Neoplasm Staging [*methods]; Randomized Controlled Trials as Topic; Tomography, X‐Ray Computed; Uterine Cervical Neoplasms [*pathology, radiotherapy, surgery]","10.1002/14651858.CD008217.pub3","http://dx.doi.org/10.1002/14651858.CD008217.pub3","Gynaecological, Neuro-oncology and Orphan Cancer"
"CD004295.PUB3","Wu, B; Liu, M; Zhang, S","Dan Shen agents for acute ischaemic stroke","Cochrane Database of Systematic Reviews","2007",,"2","John Wiley & Sons, Ltd","1465-1858","*Salvia miltiorrhiza; Acute Disease; Brain Ischemia [drug therapy]; Drugs, Chinese Herbal [*therapeutic use]; Humans; Randomized Controlled Trials as Topic; Stroke [*drug therapy]","10.1002/14651858.CD004295.pub3","http://dx.doi.org/10.1002/14651858.CD004295.pub3","Stroke"
"CD004298.PUB2","West, C; Hesketh, A; Vail, A; Bowen, A","Interventions for apraxia of speech following stroke","Cochrane Database of Systematic Reviews","2005",,"4","John Wiley & Sons, Ltd","1465-1858","*Speech Therapy; Apraxias [etiology, *therapy]; Articulation Disorders [*therapy]; Humans; Stroke [*complications]","10.1002/14651858.CD004298.pub2","http://dx.doi.org/10.1002/14651858.CD004298.pub2","Stroke"
"CD012163.PUB2","Jullien, S; Jain, S; Ryan, H; Ahuja, V","Six‐month therapy for abdominal tuberculosis","Cochrane Database of Systematic Reviews","2016",,"11","John Wiley & Sons, Ltd","1465-1858","Abdomen; Antitubercular Agents [*administration & dosage, therapeutic use]; Drug Administration Schedule; Ethambutol [administration & dosage, therapeutic use]; Humans; Isoniazid [administration & dosage, therapeutic use]; Pyrazinamide [administration & dosage, therapeutic use]; Randomized Controlled Trials as Topic; Recurrence; Rifampin [administration & dosage, therapeutic use]; Time Factors; Tuberculosis, Gastrointestinal [*drug therapy, mortality]","10.1002/14651858.CD012163.pub2","http://dx.doi.org/10.1002/14651858.CD012163.pub2","Infectious Diseases"
"CD004230.PUB2","Toohill, J; Soong, B; Flenady, V","Interventions for ketosis during labour","Cochrane Database of Systematic Reviews","2008",,"3","John Wiley & Sons, Ltd","1465-1858","*Labor, Obstetric; Female; Fluid Therapy [*methods]; Humans; Infusions, Intravenous; Ketosis [*therapy]; Pregnancy","10.1002/14651858.CD004230.pub2","http://dx.doi.org/10.1002/14651858.CD004230.pub2","Pregnancy and Childbirth"
"CD004223.PUB2","Hedayati, H; Parsons, J; Crowther, CA","Topically applied anaesthetics for treating perineal pain after childbirth","Cochrane Database of Systematic Reviews","2005",,"2","John Wiley & Sons, Ltd","1465-1858","Anesthetics, Local [*administration & dosage]; Episiotomy [adverse effects]; Female; Humans; Obstetric Labor Complications [*drug therapy]; Pain [*drug therapy]; Parturition; Perineum [injuries]; Pregnancy; Randomized Controlled Trials as Topic","10.1002/14651858.CD004223.pub2","http://dx.doi.org/10.1002/14651858.CD004223.pub2","Pregnancy and Childbirth"
"CD008282","van den Aardweg, MTA; Schilder, AGM; Herkert, E; Boonacker, CWB; Rovers, MM","Adenoidectomy for recurrent or chronic nasal symptoms in children","Cochrane Database of Systematic Reviews","2010",,"1","John Wiley & Sons, Ltd","1465-1858","*Adenoidectomy; Adolescent; Child; Chronic Disease; Humans; Nasal Obstruction [*surgery]; Otitis Media with Effusion [*surgery]; Otitis Media, Suppurative [*surgery]; Randomized Controlled Trials as Topic; Recurrence; Tympanic Membrane [surgery]","10.1002/14651858.CD008282","http://dx.doi.org/10.1002/14651858.CD008282","ENT"
"CD008286.PUB3","Stead, LF; Koilpillai, P; Fanshawe, TR; Lancaster, T","Combined pharmacotherapy and behavioural interventions for smoking cessation","Cochrane Database of Systematic Reviews","2016",,"3","John Wiley & Sons, Ltd","1465-1858","Adult; Behavior Therapy [*methods]; Combined Modality Therapy [methods]; Counseling [methods]; Female; Humans; Male; Randomized Controlled Trials as Topic; Smoking Cessation [*methods]; Smoking [*therapy]; Tobacco Use Cessation Devices","10.1002/14651858.CD008286.pub3","http://dx.doi.org/10.1002/14651858.CD008286.pub3","Tobacco Addiction"
"CD008296.PUB2","Nussbaum, AM; Stroup, TS","Paliperidone palmitate for schizophrenia","Cochrane Database of Systematic Reviews","2012",,"6","John Wiley & Sons, Ltd","1465-1858","Antipsychotic Agents [adverse effects, *therapeutic use]; Female; Humans; Isoxazoles [adverse effects, *therapeutic use]; Male; Paliperidone Palmitate; Palmitates [adverse effects, *therapeutic use]; Randomized Controlled Trials as Topic; Risperidone [adverse effects, therapeutic use]; Schizophrenia [*drug therapy]","10.1002/14651858.CD008296.pub2","http://dx.doi.org/10.1002/14651858.CD008296.pub2","Schizophrenia"
"CD001025.PUB3","Bower, P; Knowles, S; Coventry, PA; Rowland, N","Counselling for mental health and psychosocial problems in primary care","Cochrane Database of Systematic Reviews","2011",,"9","John Wiley & Sons, Ltd","1465-1858","*Primary Health Care [economics]; *Psychotherapy [economics]; Cost‐Benefit Analysis; Counseling; Family Practice [economics]; Female; Humans; Male; Patient Satisfaction; Randomized Controlled Trials as Topic","10.1002/14651858.CD001025.pub3","http://dx.doi.org/10.1002/14651858.CD001025.pub3","Common Mental Disorders"
"CD001046.PUB2","Bracken, MB","Steroids for acute spinal cord injury","Cochrane Database of Systematic Reviews","2012",,"1","John Wiley & Sons, Ltd","1465-1858","Anti‐Inflammatory Agents [administration & dosage, *therapeutic use]; Drug Administration Schedule; Glucocorticoids [administration & dosage, *therapeutic use]; Humans; Methylprednisolone [administration & dosage, *therapeutic use]; Neuroprotective Agents [administration & dosage, *therapeutic use]; Nimodipine [administration & dosage, therapeutic use]; Randomized Controlled Trials as Topic; Spinal Cord Injuries [*drug therapy]","10.1002/14651858.CD001046.pub2","http://dx.doi.org/10.1002/14651858.CD001046.pub2","Injuries"
"CD005383.PUB2","Bassler, D; Millar, D; Schmidt, B","Antithrombin for respiratory distress syndrome in preterm infants","Cochrane Database of Systematic Reviews","2006",,"4","John Wiley & Sons, Ltd","1465-1858","Anticoagulants [*therapeutic use]; Antithrombin III [therapeutic use]; Antithrombins [*therapeutic use]; Humans; Infant, Newborn; Infant, Premature; Pulmonary Surfactants [therapeutic use]; Randomized Controlled Trials as Topic; Respiratory Distress Syndrome, Newborn [*drug therapy, mortality]","10.1002/14651858.CD005383.pub2","http://dx.doi.org/10.1002/14651858.CD005383.pub2","Neonatal"
"CD009700.PUB2","Keane, M; Coster, D; Ziaei, M; Williams, K","Deep anterior lamellar keratoplasty versus penetrating keratoplasty for treating keratoconus","Cochrane Database of Systematic Reviews","2014",,"7","John Wiley & Sons, Ltd","1465-1858","Corneal Transplantation [*methods]; Graft Rejection [drug therapy]; Humans; Keratoconus [*surgery]; Keratoplasty, Penetrating [*methods]; Randomized Controlled Trials as Topic; Steroids [therapeutic use]","10.1002/14651858.CD009700.pub2","http://dx.doi.org/10.1002/14651858.CD009700.pub2","Eyes and Vision"
"CD008253.PUB4","Beer, H; Southern, KW; Swift, AC","Topical nasal steroids for treating nasal polyposis in people with cystic fibrosis","Cochrane Database of Systematic Reviews","2015",,"6","John Wiley & Sons, Ltd","1465-1858","Administration, Intranasal [methods]; Adult; Betamethasone [*administration & dosage, adverse effects]; Cystic Fibrosis [*complications]; Glucocorticoids [*administration & dosage, adverse effects]; Humans; Nasal Polyps [complications, *drug therapy]","10.1002/14651858.CD008253.pub4","http://dx.doi.org/10.1002/14651858.CD008253.pub4","Cystic Fibrosis and Genetic Disorders"
"CD008250.PUB2","Holland, AE; Hill, CJ; Jones, AY; McDonald, CF","Breathing exercises for chronic obstructive pulmonary disease","Cochrane Database of Systematic Reviews","2012",,"10","John Wiley & Sons, Ltd","1465-1858","*Breathing Exercises; Forced Expiratory Volume; Humans; Pulmonary Disease, Chronic Obstructive [*rehabilitation]; Randomized Controlled Trials as Topic; Yoga","10.1002/14651858.CD008250.pub2","http://dx.doi.org/10.1002/14651858.CD008250.pub2","Airways"
"CD005395.PUB3","Pullens, B; Verschuur, HP; van Benthem, PP","Surgery for Ménière's disease","Cochrane Database of Systematic Reviews","2013",,"2","John Wiley & Sons, Ltd","1465-1858","Endolymphatic Sac [*surgery]; Humans; Mastoid [*surgery]; Meniere Disease [*surgery]; Middle Ear Ventilation; Randomized Controlled Trials as Topic","10.1002/14651858.CD005395.pub3","http://dx.doi.org/10.1002/14651858.CD005395.pub3","ENT"
"CD008265.PUB2","Vasiliadis, HS; Georgoulas, P; Shrier, I; Salanti, G; Scholten, RJPM","Endoscopic release for carpal tunnel syndrome","Cochrane Database of Systematic Reviews","2014",,"1","John Wiley & Sons, Ltd","1465-1858","Carpal Tunnel Syndrome [*surgery]; Endoscopy [*methods]; Humans; Randomized Controlled Trials as Topic; Return to Work; Time Factors; Treatment Outcome","10.1002/14651858.CD008265.pub2","http://dx.doi.org/10.1002/14651858.CD008265.pub2","Neuromuscular"
"CD008272.PUB2","Siegfried, N; Uthman, OA; Rutherford, GW","Optimal time for initiation of antiretroviral therapy in asymptomatic, HIV‐infected, treatment‐naive adults","Cochrane Database of Systematic Reviews","2010",,"3","John Wiley & Sons, Ltd","1465-1858","Adult; Anti-HIV Agents [*administration & dosage]; CD4 Lymphocyte Count; Drug Administration Schedule; HIV Infections [*drug therapy, immunology, mortality]; Humans; Time Factors","10.1002/14651858.CD008272.pub2","http://dx.doi.org/10.1002/14651858.CD008272.pub2","HIV/AIDS"
